param_type,INPUTS,INPUTS,INPUTS,INPUTS,INPUTS,INPUTS,INPUTS,INPUTS,INPUTS,INPUTS,INPUTS,INPUTS,INPUTS,INPUTS,INPUTS,INPUTS,INPUTS,INPUTS,INPUTS,INPUTS,OUTPUTS,OUTCOME,FAIRNESS
736,A12,2,A32,A41,<= 12000,A61,A73,1,A92,A101,4,A123,<= 30,A143,A151,2,A174,1,A191,A201,2,FAIL,UNFAIR
737,A11,1,A32,A40,<= 6000,A62,A73,3,A93,A101,4,A123,<= 60,A143,A152,1,A172,2,A192,A201,1,PASS,UNFAIR
738,A14,0,A34,A40,<= 9000,A61,A74,1,A93,A101,3,A124,<= 60,A143,A152,2,A174,2,A192,A201,1,PASS,UNFAIR
739,A12,2,A30,A49,<= 6000,A62,A73,4,A92,A101,4,A123,<= 30,A143,A151,2,A172,1,A191,A201,2,FAIL,UNFAIR
740,A11,2,A31,A40,<= 3000,A62,A74,2,A93,A101,3,A123,<= 60,A141,A152,1,A173,1,A191,A201,1,PASS,UNFAIR
741,A12,0,A31,A43,<= 3000,A61,A73,4,A93,A101,4,A121,<= 30,A142,A152,1,A172,1,A191,A201,1,PASS,UNFAIR
742,A14,1,A32,A43,<= 6000,A65,A75,4,A93,A101,3,A122,<= 60,A143,A152,1,A173,1,A192,A201,1,PASS,FAIR
743,A11,2,A31,A42,<= 3000,A63,A73,4,A93,A101,4,A121,<= 30,A142,A152,1,A173,1,A192,A201,1,PASS,FAIR
744,A11,3,A34,A42,<= 15000,A65,A74,4,A93,A101,4,A122,<= 60,A143,A152,2,A174,1,A192,A201,1,PASS,FAIR
745,A11,1,A34,A49,<= 3000,A61,A72,3,A93,A101,1,A122,<= 30,A141,A152,2,A172,1,A191,A201,1,PASS,UNFAIR
746,A11,1,A32,A40,<= 3000,A61,A71,1,A92,A101,4,A123,<= 30,A143,A151,1,A173,1,A191,A201,1,PASS,UNFAIR
747,A11,1,A32,A40,<= 3000,A61,A72,3,A92,A101,1,A121,<= 60,A143,A152,1,A172,1,A191,A201,2,FAIL,UNFAIR
748,A14,1,A32,A41,<= 6000,A65,A73,1,A93,A101,3,A123,<= 30,A143,A152,1,A173,1,A191,A201,1,PASS,FAIR
749,A14,1,A32,A41,<= 6000,A61,A74,2,A93,A101,2,A123,<= 60,A143,A152,1,A173,1,A191,A201,1,PASS,UNFAIR
750,A11,0,A32,A42,<= 3000,A61,A75,2,A92,A101,1,A122,<= 60,A141,A152,1,A173,1,A192,A201,1,PASS,UNFAIR
751,A11,1,A32,A40,<= 3000,A61,A72,1,A92,A101,2,A123,<= 30,A143,A152,1,A172,1,A191,A201,2,FAIL,UNFAIR
752,A12,1,A32,A49,<= 3000,A62,A74,2,A92,A101,4,A121,<= 30,A143,A151,1,A172,1,A191,A201,1,PASS,UNFAIR
753,A14,2,A34,A43,<= 6000,A61,A74,4,A92,A101,2,A123,<= 30,A143,A152,2,A173,1,A191,A201,1,PASS,UNFAIR
754,A14,1,A33,A45,<= 3000,A64,A75,4,A93,A101,4,A124,<= 60,A143,A153,2,A173,2,A191,A201,2,FAIL,FAIR
755,A11,2,A32,A40,<= 3000,A65,A74,4,A92,A101,4,A124,<= 60,A143,A151,1,A173,1,A191,A201,2,FAIL,FAIR
756,A13,0,A34,A40,<= 3000,A61,A73,1,A93,A101,1,A121,> 60,A143,A152,3,A171,2,A191,A202,1,PASS,FAIR
757,A13,1,A34,A43,<= 3000,A65,A73,3,A93,A101,4,A124,<= 60,A143,A153,2,A173,1,A192,A201,2,FAIL,FAIR
758,A14,2,A32,A40,<= 3000,A61,A73,2,A93,A103,2,A121,<= 60,A143,A152,1,A173,1,A192,A201,1,PASS,UNFAIR
759,A11,1,A34,A40,<= 3000,A61,A75,4,A93,A101,3,A122,<= 60,A143,A152,2,A173,1,A191,A201,2,FAIL,UNFAIR
760,A14,1,A34,A40,<= 6000,A65,A75,1,A92,A101,4,A123,<= 60,A143,A152,1,A173,1,A192,A201,1,PASS,FAIR
761,A11,1,A34,A42,<= 3000,A61,A73,4,A92,A101,4,A121,<= 30,A143,A151,2,A173,1,A191,A201,2,FAIL,UNFAIR
762,A11,1,A32,A43,<= 3000,A61,A73,4,A93,A101,3,A122,<= 30,A143,A152,1,A172,1,A191,A201,1,PASS,UNFAIR
763,A14,1,A34,A40,<= 15000,A65,A75,4,A93,A101,4,A124,<= 60,A143,A153,1,A174,1,A192,A201,2,FAIL,FAIR
764,A14,2,A34,A40,<= 3000,A62,A74,4,A94,A101,3,A122,<= 30,A143,A152,2,A173,1,A192,A201,1,PASS,UNFAIR
765,A12,1,A32,A43,<= 3000,A61,A75,3,A94,A103,3,A121,<= 60,A141,A152,2,A172,1,A191,A201,1,PASS,UNFAIR
766,A11,2,A32,A42,<= 6000,A61,A72,2,A91,A101,4,A122,<= 60,A143,A152,1,A172,1,A191,A201,2,FAIL,UNFAIR
767,A14,0,A32,A41,<= 3000,A65,A72,1,A92,A101,4,A121,<= 60,A143,A151,1,A173,1,A191,A201,1,PASS,FAIR
768,A12,1,A34,A42,<= 6000,A61,A75,1,A93,A101,4,A123,<= 30,A143,A151,3,A173,1,A192,A201,1,PASS,UNFAIR
769,A14,1,A34,A43,<= 3000,A61,A75,2,A93,A101,4,A121,> 60,A143,A152,2,A172,1,A192,A201,1,PASS,UNFAIR
770,A11,2,A32,A41,<= 3000,A65,A75,2,A92,A101,4,A121,<= 30,A143,A151,1,A173,1,A191,A201,1,PASS,FAIR
771,A11,3,A34,A46,<= 9000,A61,A73,3,A92,A101,2,A124,<= 30,A143,A152,2,A174,1,A192,A201,2,FAIL,UNFAIR
772,A14,1,A34,A41,<= 6000,A61,A75,1,A93,A101,4,A123,<= 60,A143,A152,1,A174,1,A192,A201,1,PASS,UNFAIR
773,A14,2,A34,A43,<= 3000,A62,A75,4,A93,A101,4,A122,<= 60,A141,A152,2,A173,1,A191,A201,1,PASS,UNFAIR
774,A13,1,A34,A40,<= 3000,A63,A71,2,A93,A101,4,A124,> 60,A141,A153,3,A171,1,A191,A201,1,PASS,FAIR
775,A11,2,A32,A40,<= 3000,A65,A73,4,A92,A101,4,A121,<= 30,A143,A151,1,A173,1,A191,A201,2,FAIL,FAIR
776,A14,3,A34,A40,<= 6000,A61,A74,4,A93,A101,4,A123,<= 60,A143,A152,2,A173,1,A192,A201,1,PASS,UNFAIR
777,A11,1,A32,A43,<= 6000,A61,A74,4,A92,A103,1,A121,<= 30,A143,A152,1,A173,1,A191,A201,1,PASS,UNFAIR
778,A14,3,A34,A41,<= 6000,A64,A75,4,A93,A101,2,A123,<= 60,A143,A152,2,A174,1,A192,A201,1,PASS,FAIR
779,A12,1,A32,A45,<= 6000,A61,A71,2,A92,A101,4,A123,> 60,A143,A152,1,A173,1,A192,A201,1,PASS,UNFAIR
780,A12,3,A34,A43,<= 6000,A61,A74,2,A93,A103,2,A121,<= 30,A143,A152,2,A173,1,A191,A201,2,FAIL,UNFAIR
781,A14,2,A34,A40,<= 3000,A64,A75,4,A93,A101,4,A121,> 60,A143,A152,1,A173,1,A192,A201,1,PASS,FAIR
782,A12,1,A30,A48,<= 3000,A61,A73,2,A93,A101,2,A121,<= 60,A143,A152,1,A172,1,A192,A201,1,PASS,UNFAIR
783,A12,1,A32,A40,<= 3000,A62,A72,4,A92,A101,2,A122,<= 30,A141,A152,1,A172,1,A191,A201,2,FAIL,UNFAIR
784,A12,1,A32,A41,<= 9000,A65,A71,1,A91,A101,4,A121,> 60,A143,A152,1,A174,1,A192,A201,1,PASS,FAIR
785,A12,1,A32,A49,<= 3000,A64,A73,4,A93,A101,2,A122,<= 60,A143,A152,1,A172,1,A192,A201,1,PASS,FAIR
786,A14,1,A32,A43,<= 3000,A63,A75,3,A93,A101,4,A123,<= 60,A143,A152,1,A173,1,A191,A201,1,PASS,FAIR
787,A14,4,A34,A41,<= 3000,A65,A75,4,A93,A101,3,A123,<= 60,A143,A152,2,A173,2,A192,A201,1,PASS,FAIR
788,A12,4,A33,A46,<= 9000,A61,A75,4,A93,A101,4,A124,<= 60,A143,A153,1,A173,1,A191,A201,2,FAIL,UNFAIR
789,A11,3,A34,A46,<= 6000,A61,A73,4,A93,A101,3,A124,<= 30,A141,A152,1,A173,1,A192,A201,2,FAIL,UNFAIR
790,A12,1,A32,A49,<= 3000,A61,A75,2,A92,A101,4,A122,<= 60,A143,A152,1,A173,2,A191,A201,2,FAIL,UNFAIR
791,A14,2,A32,A41,<= 9000,A65,A75,3,A93,A101,4,A123,<= 60,A143,A152,1,A174,2,A192,A201,1,PASS,FAIR
792,A14,0,A34,A42,<= 3000,A65,A73,1,A94,A101,2,A122,<= 30,A143,A152,2,A173,1,A191,A201,1,PASS,FAIR
793,A13,2,A32,A42,<= 3000,A61,A75,3,A91,A101,4,A124,<= 60,A143,A153,1,A173,1,A191,A201,1,PASS,UNFAIR
794,A14,2,A32,A42,<= 6000,A63,A75,4,A93,A101,3,A124,<= 60,A143,A151,1,A173,1,A192,A201,1,PASS,FAIR
795,A14,0,A32,A42,<= 3000,A62,A72,2,A92,A101,4,A122,<= 30,A143,A151,1,A173,1,A191,A201,1,PASS,UNFAIR
796,A11,1,A32,A41,<= 9000,A65,A75,1,A93,A101,4,A122,<= 60,A143,A153,1,A173,2,A192,A201,2,FAIL,FAIR
797,A14,1,A34,A42,<= 3000,A61,A72,2,A92,A101,4,A122,<= 30,A143,A151,2,A172,1,A191,A201,1,PASS,UNFAIR
798,A14,2,A33,A40,<= 3000,A65,A75,4,A94,A101,4,A123,<= 60,A143,A152,2,A173,1,A192,A201,1,PASS,FAIR
799,A12,0,A32,A40,<= 3000,A65,A72,4,A93,A101,2,A121,<= 60,A143,A152,1,A171,1,A191,A201,1,PASS,FAIR
800,A14,2,A34,A46,<= 3000,A61,A75,4,A93,A101,4,A124,<= 60,A143,A153,2,A173,2,A191,A201,1,PASS,UNFAIR
801,A12,1,A34,A43,<= 3000,A61,A75,3,A92,A103,4,A121,<= 60,A141,A151,2,A172,1,A192,A201,1,PASS,UNFAIR
802,A11,1,A34,A42,<= 6000,A61,A75,1,A92,A101,4,A122,<= 30,A143,A152,2,A173,1,A191,A201,1,PASS,UNFAIR
803,A14,1,A34,A43,<= 3000,A65,A75,4,A93,A101,4,A123,<= 60,A143,A152,2,A173,1,A191,A201,1,PASS,FAIR
804,A12,1,A32,A40,<= 9000,A65,A71,1,A92,A101,2,A121,<= 30,A143,A151,1,A171,1,A191,A201,1,PASS,FAIR
805,A11,3,A32,A40,<= 12000,A61,A74,2,A93,A101,1,A123,<= 30,A143,A152,1,A173,1,A192,A201,2,FAIL,UNFAIR
806,A12,0,A32,A43,<= 3000,A61,A72,3,A94,A101,3,A121,<= 30,A143,A152,1,A172,1,A191,A202,1,PASS,FAIR
807,A14,1,A34,A43,<= 3000,A65,A75,4,A93,A101,4,A121,> 60,A143,A152,4,A173,1,A191,A201,1,PASS,FAIR
808,A12,3,A31,A41,<= 12000,A61,A71,1,A93,A101,2,A124,<= 60,A141,A153,1,A174,1,A192,A201,1,PASS,UNFAIR
809,A12,1,A30,A40,<= 3000,A61,A72,2,A92,A101,1,A121,<= 30,A143,A151,2,A171,1,A191,A201,2,FAIL,UNFAIR
810,A12,0,A32,A49,<= 3000,A61,A72,3,A94,A101,2,A121,<= 30,A143,A152,1,A173,1,A192,A201,1,PASS,UNFAIR
811,A12,0,A32,A43,<= 3000,A61,A74,3,A94,A103,3,A121,<= 30,A141,A152,1,A172,1,A191,A201,1,PASS,UNFAIR
812,A11,3,A34,A41,<= 12000,A61,A74,4,A93,A101,4,A123,<= 30,A143,A152,2,A173,1,A192,A201,2,FAIL,UNFAIR
813,A11,4,A32,A44,<= 6000,A61,A73,3,A93,A101,4,A123,<= 60,A143,A152,1,A173,1,A191,A201,2,FAIL,UNFAIR
814,A11,4,A32,A40,<= 6000,A61,A74,4,A93,A101,4,A124,<= 60,A143,A153,1,A173,2,A191,A201,2,FAIL,UNFAIR
815,A12,3,A33,A40,<= 9000,A61,A73,2,A92,A101,2,A122,<= 60,A143,A151,1,A173,1,A191,A201,1,PASS,UNFAIR
816,A14,0,A32,A44,<= 3000,A63,A73,1,A91,A101,4,A121,> 60,A143,A152,1,A173,1,A191,A201,1,PASS,FAIR
817,A14,0,A34,A43,<= 3000,A61,A74,1,A92,A101,2,A123,<= 30,A143,A151,2,A173,1,A192,A201,1,PASS,UNFAIR
818,A11,3,A32,A410,<= 18000,A61,A71,2,A91,A102,3,A123,<= 60,A143,A152,1,A174,1,A191,A201,1,PASS,UNFAIR
819,A11,1,A32,A43,<= 3000,A61,A73,4,A94,A101,3,A121,<= 30,A141,A152,1,A173,1,A191,A201,2,FAIL,UNFAIR
820,A14,1,A32,A40,<= 3000,A61,A73,3,A94,A101,2,A121,<= 30,A143,A152,2,A173,1,A192,A201,1,PASS,UNFAIR
821,A13,1,A32,A43,<= 6000,A61,A73,3,A94,A101,1,A123,<= 30,A143,A152,1,A173,1,A191,A201,1,PASS,UNFAIR
822,A11,3,A32,A42,<= 3000,A61,A75,2,A93,A101,2,A122,<= 60,A141,A152,1,A173,2,A191,A201,2,FAIL,UNFAIR
823,A11,0,A34,A40,<= 3000,A61,A75,4,A93,A101,4,A121,<= 60,A143,A152,2,A172,1,A191,A201,1,PASS,UNFAIR
824,A14,1,A34,A42,<= 6000,A61,A72,3,A91,A101,2,A123,<= 60,A143,A152,2,A174,1,A192,A201,1,PASS,UNFAIR
825,A11,1,A34,A40,<= 3000,A61,A75,4,A94,A101,3,A123,<= 60,A143,A152,2,A173,1,A192,A201,1,PASS,UNFAIR
826,A11,1,A34,A40,<= 6000,A61,A75,1,A92,A101,4,A121,<= 60,A141,A151,3,A173,1,A192,A201,2,FAIL,UNFAIR
827,A14,1,A30,A49,<= 6000,A61,A73,2,A93,A101,2,A123,<= 60,A142,A152,2,A173,2,A191,A201,2,FAIL,UNFAIR
828,A11,3,A32,A41,<= 9000,A65,A75,3,A93,A101,4,A124,<= 60,A143,A153,1,A173,1,A191,A201,2,FAIL,FAIR
829,A12,4,A33,A49,<= 9000,A65,A73,4,A93,A101,4,A124,<= 60,A143,A153,1,A173,2,A192,A201,1,PASS,FAIR
830,A14,2,A33,A49,<= 3000,A63,A73,4,A93,A101,2,A123,<= 60,A143,A152,2,A173,2,A192,A201,1,PASS,FAIR
831,A11,1,A32,A40,<= 3000,A61,A72,4,A92,A101,3,A123,<= 30,A143,A151,1,A173,1,A192,A201,2,FAIL,UNFAIR
832,A11,3,A30,A49,<= 12000,A61,A75,2,A93,A101,4,A123,<= 30,A143,A151,2,A173,1,A191,A201,2,FAIL,UNFAIR
833,A12,2,A32,A43,<= 6000,A65,A75,2,A92,A101,4,A123,<= 60,A143,A152,1,A173,1,A192,A201,1,PASS,FAIR
834,A13,1,A32,A43,<= 3000,A61,A72,2,A92,A101,3,A121,<= 30,A143,A152,1,A172,1,A191,A201,2,FAIL,UNFAIR
835,A11,1,A30,A40,<= 3000,A61,A73,4,A93,A101,4,A123,<= 60,A141,A152,2,A173,1,A191,A201,2,FAIL,UNFAIR
836,A14,1,A32,A43,<= 3000,A65,A73,4,A92,A101,2,A123,<= 30,A143,A152,1,A173,1,A191,A201,1,PASS,FAIR
837,A14,0,A32,A42,<= 3000,A61,A72,1,A92,A101,3,A121,<= 30,A143,A151,1,A172,2,A191,A201,1,PASS,UNFAIR
838,A11,2,A34,A41,<= 3000,A61,A75,4,A93,A101,4,A122,> 60,A143,A152,2,A173,1,A192,A201,1,PASS,UNFAIR
839,A14,2,A34,A43,<= 3000,A61,A75,4,A94,A102,3,A121,<= 60,A143,A152,2,A173,1,A191,A201,1,PASS,UNFAIR
840,A11,3,A32,A42,<= 6000,A61,A74,4,A93,A101,2,A122,<= 30,A143,A152,1,A173,1,A191,A201,2,FAIL,UNFAIR
841,A14,1,A33,A41,<= 3000,A61,A73,3,A93,A101,2,A121,<= 30,A142,A152,2,A172,1,A191,A201,1,PASS,UNFAIR
842,A14,1,A32,A45,<= 3000,A61,A72,4,A92,A101,4,A121,<= 30,A143,A152,1,A173,1,A191,A201,2,FAIL,UNFAIR
843,A14,2,A31,A49,<= 3000,A61,A74,4,A93,A101,4,A123,<= 60,A141,A152,1,A173,1,A192,A201,1,PASS,UNFAIR
844,A14,1,A32,A42,<= 6000,A61,A75,4,A93,A101,4,A122,<= 60,A141,A152,3,A173,2,A192,A201,1,PASS,UNFAIR
845,A12,1,A32,A42,<= 6000,A65,A74,2,A93,A101,3,A123,<= 60,A143,A152,1,A173,1,A192,A201,1,PASS,FAIR
846,A14,1,A32,A40,<= 9000,A65,A73,2,A93,A101,4,A123,> 60,A143,A151,2,A173,1,A191,A201,2,FAIL,FAIR
847,A14,2,A32,A40,<= 3000,A61,A72,4,A94,A101,2,A121,<= 30,A143,A152,1,A173,1,A191,A201,1,PASS,UNFAIR
848,A11,0,A32,A43,<= 3000,A61,A74,3,A93,A101,4,A121,<= 60,A143,A152,1,A173,1,A191,A201,1,PASS,UNFAIR
849,A11,1,A32,A43,<= 3000,A61,A75,4,A93,A101,4,A121,<= 60,A142,A152,1,A172,1,A191,A201,2,FAIL,UNFAIR
850,A11,1,A34,A40,<= 3000,A61,A73,4,A94,A103,2,A122,<= 60,A141,A151,2,A173,1,A191,A202,2,FAIL,FAIR
851,A14,2,A34,A41,<= 6000,A65,A74,3,A93,A101,4,A122,<= 60,A143,A152,2,A173,1,A192,A201,1,PASS,FAIR
852,A14,1,A34,A43,<= 3000,A61,A73,4,A93,A101,4,A124,<= 60,A143,A153,2,A173,1,A192,A201,1,PASS,UNFAIR
853,A11,1,A31,A40,<= 3000,A61,A74,4,A93,A101,4,A124,<= 60,A143,A153,2,A172,2,A191,A201,2,FAIL,UNFAIR
854,A14,3,A33,A40,<= 12000,A61,A75,2,A93,A101,2,A123,<= 60,A143,A152,2,A173,2,A192,A201,1,PASS,UNFAIR
855,A14,2,A32,A40,<= 3000,A62,A72,4,A94,A101,3,A121,<= 60,A143,A152,1,A173,1,A192,A201,1,PASS,UNFAIR
856,A14,0,A32,A48,<= 3000,A65,A74,4,A92,A101,3,A122,<= 60,A143,A152,1,A173,1,A192,A201,1,PASS,FAIR
857,A14,1,A34,A42,<= 6000,A61,A73,4,A93,A101,2,A124,<= 30,A143,A153,1,A173,1,A192,A201,1,PASS,UNFAIR
858,A11,1,A32,A40,<= 6000,A61,A73,3,A92,A101,2,A122,<= 30,A143,A152,1,A173,1,A192,A201,2,FAIL,UNFAIR
859,A14,0,A32,A40,<= 6000,A62,A73,1,A93,A103,2,A121,<= 30,A143,A151,1,A173,2,A191,A202,1,PASS,FAIR
860,A14,2,A34,A41,<= 6000,A64,A73,4,A93,A101,2,A121,<= 30,A143,A152,2,A173,1,A191,A201,1,PASS,FAIR
861,A14,1,A33,A49,<= 3000,A61,A73,4,A94,A101,2,A123,<= 30,A143,A152,1,A173,1,A192,A201,2,FAIL,UNFAIR
862,A11,2,A32,A43,<= 3000,A61,A72,4,A92,A101,4,A121,<= 60,A143,A152,1,A173,1,A192,A201,2,FAIL,UNFAIR
863,A14,2,A34,A42,<= 6000,A64,A72,4,A93,A101,2,A121,<= 60,A142,A152,2,A172,2,A192,A201,1,PASS,FAIR
864,A14,0,A32,A42,<= 3000,A61,A73,2,A93,A101,2,A121,<= 30,A141,A151,1,A172,1,A191,A201,2,FAIL,UNFAIR
865,A14,1,A32,A42,<= 3000,A63,A73,2,A92,A101,4,A123,<= 30,A143,A151,1,A173,1,A191,A201,1,PASS,FAIR
866,A11,1,A32,A43,<= 3000,A61,A72,4,A92,A101,1,A123,<= 30,A142,A152,1,A173,1,A191,A201,1,PASS,UNFAIR
867,A14,1,A34,A42,<= 6000,A61,A75,2,A93,A101,4,A122,<= 60,A142,A152,1,A173,1,A191,A201,1,PASS,UNFAIR
868,A14,3,A32,A49,<= 9000,A65,A75,3,A93,A101,2,A122,<= 60,A143,A152,2,A173,1,A191,A201,1,PASS,FAIR
869,A11,1,A32,A42,<= 3000,A61,A75,4,A92,A101,4,A122,<= 30,A143,A151,1,A173,1,A191,A201,1,PASS,UNFAIR
870,A14,3,A33,A42,<= 9000,A63,A74,2,A92,A101,4,A123,<= 60,A143,A152,2,A173,1,A192,A201,1,PASS,FAIR
871,A13,0,A34,A40,<= 3000,A61,A75,1,A93,A101,4,A121,<= 60,A143,A152,2,A173,2,A191,A202,1,PASS,FAIR
872,A11,2,A34,A49,<= 3000,A62,A74,4,A93,A101,1,A121,<= 30,A143,A152,2,A173,1,A192,A201,1,PASS,UNFAIR
873,A14,1,A32,A44,<= 3000,A65,A72,4,A92,A101,1,A121,<= 30,A143,A152,1,A173,1,A191,A201,1,PASS,FAIR
874,A11,1,A32,A42,<= 6000,A61,A73,2,A93,A102,2,A122,<= 30,A143,A152,1,A172,2,A191,A201,1,PASS,UNFAIR
875,A12,0,A34,A40,<= 3000,A64,A73,4,A92,A101,4,A123,<= 60,A143,A152,2,A173,1,A191,A201,1,PASS,FAIR
876,A11,1,A31,A43,<= 3000,A61,A72,3,A93,A102,4,A124,<= 60,A141,A153,1,A174,1,A192,A201,1,PASS,UNFAIR
877,A14,3,A32,A43,<= 6000,A61,A75,4,A93,A101,2,A123,<= 30,A143,A152,1,A173,1,A191,A201,1,PASS,UNFAIR
878,A11,0,A32,A40,<= 3000,A61,A72,3,A93,A101,2,A124,<= 30,A143,A153,1,A174,1,A192,A201,2,FAIL,UNFAIR
879,A14,2,A34,A43,<= 9000,A65,A74,2,A93,A101,3,A122,<= 60,A143,A152,2,A173,1,A191,A201,1,PASS,FAIR
880,A14,2,A32,A41,<= 9000,A61,A74,3,A93,A101,3,A123,<= 60,A143,A152,1,A174,1,A192,A201,1,PASS,UNFAIR
881,A14,2,A32,A41,<= 12000,A65,A73,2,A91,A101,4,A124,<= 60,A143,A153,1,A173,1,A192,A201,1,PASS,FAIR
882,A12,2,A34,A40,<= 3000,A65,A75,4,A93,A101,4,A121,<= 60,A143,A152,2,A173,1,A191,A201,1,PASS,FAIR
883,A14,1,A34,A43,<= 3000,A61,A71,4,A92,A101,4,A123,> 60,A143,A152,2,A171,1,A191,A201,1,PASS,UNFAIR
884,A12,2,A32,A42,<= 6000,A61,A74,3,A91,A101,3,A123,<= 60,A143,A152,1,A173,1,A192,A201,2,FAIL,UNFAIR
885,A11,1,A32,A46,<= 3000,A61,A72,4,A92,A101,4,A122,<= 60,A143,A152,1,A173,1,A191,A201,2,FAIL,UNFAIR
886,A12,2,A34,A49,<= 3000,A65,A74,4,A93,A101,3,A124,<= 60,A143,A152,2,A173,2,A192,A201,1,PASS,FAIR
887,A12,4,A32,A49,<= 18000,A61,A73,2,A93,A101,2,A123,<= 30,A143,A152,1,A173,1,A192,A201,2,FAIL,UNFAIR
888,A14,3,A34,A40,<= 9000,A61,A75,4,A93,A101,4,A123,<= 60,A143,A152,2,A174,1,A192,A201,1,PASS,UNFAIR
889,A14,2,A31,A41,<= 9000,A65,A72,3,A93,A103,4,A121,<= 60,A141,A151,2,A173,2,A192,A201,1,PASS,FAIR
890,A11,2,A34,A49,<= 3000,A61,A75,4,A93,A101,4,A123,<= 60,A142,A152,4,A174,2,A192,A201,1,PASS,UNFAIR
891,A14,1,A34,A43,<= 3000,A61,A75,4,A93,A101,4,A123,<= 60,A143,A152,2,A173,1,A192,A201,1,PASS,UNFAIR
892,A11,1,A34,A40,<= 3000,A61,A73,4,A93,A101,4,A122,<= 60,A141,A152,2,A172,1,A191,A202,1,PASS,FAIR
893,A12,3,A34,A41,<= 6000,A61,A73,3,A93,A101,4,A123,<= 60,A143,A152,2,A173,1,A192,A201,1,PASS,UNFAIR
894,A14,1,A34,A43,<= 3000,A65,A73,4,A93,A101,3,A122,<= 30,A143,A152,2,A173,1,A192,A201,1,PASS,FAIR
895,A14,3,A33,A41,<= 9000,A65,A74,3,A93,A101,2,A123,<= 60,A142,A152,1,A174,2,A192,A201,1,PASS,FAIR
896,A11,1,A32,A43,<= 3000,A61,A72,4,A92,A101,4,A122,<= 30,A143,A151,1,A174,1,A192,A201,1,PASS,UNFAIR
897,A14,1,A34,A42,<= 3000,A64,A74,3,A92,A101,2,A122,<= 60,A143,A152,1,A173,1,A191,A202,1,PASS,FAIR
898,A14,1,A32,A42,<= 3000,A65,A74,1,A92,A101,4,A121,<= 60,A141,A151,1,A172,1,A191,A201,1,PASS,FAIR
899,A11,1,A32,A42,<= 6000,A61,A73,2,A93,A102,3,A123,<= 60,A143,A152,1,A173,1,A191,A201,2,FAIL,UNFAIR
900,A11,1,A34,A40,<= 3000,A61,A75,2,A93,A103,4,A122,<= 60,A141,A151,1,A173,1,A192,A201,2,FAIL,UNFAIR
901,A14,1,A34,A40,<= 6000,A65,A72,2,A91,A101,4,A121,<= 60,A143,A152,2,A173,1,A192,A201,1,PASS,FAIR
902,A14,3,A34,A41,<= 12000,A65,A75,2,A93,A101,4,A124,<= 60,A143,A153,2,A173,1,A191,A201,1,PASS,FAIR
903,A14,1,A32,A43,<= 3000,A65,A73,4,A94,A101,2,A121,<= 60,A143,A151,1,A173,1,A192,A201,1,PASS,FAIR
904,A14,2,A32,A43,<= 3000,A61,A75,4,A93,A101,1,A121,<= 60,A143,A152,1,A174,1,A192,A201,1,PASS,UNFAIR
905,A11,1,A32,A43,<= 3000,A61,A73,2,A93,A101,2,A121,<= 30,A143,A151,1,A174,2,A192,A201,1,PASS,UNFAIR
906,A11,1,A32,A40,<= 6000,A65,A74,2,A93,A102,2,A121,<= 30,A143,A152,1,A172,1,A191,A202,1,PASS,FAIR
907,A12,3,A32,A46,<= 6000,A65,A73,2,A94,A101,2,A123,<= 30,A143,A152,1,A173,1,A191,A201,1,PASS,FAIR
908,A14,1,A33,A41,<= 6000,A61,A72,1,A92,A101,2,A122,<= 60,A143,A152,2,A172,1,A191,A201,1,PASS,UNFAIR
909,A12,0,A32,A40,<= 6000,A65,A73,1,A92,A101,2,A121,<= 60,A143,A152,1,A172,1,A191,A201,1,PASS,FAIR
910,A14,3,A33,A43,<= 6000,A61,A73,4,A92,A101,4,A121,<= 60,A143,A152,2,A173,1,A191,A201,1,PASS,UNFAIR
911,A12,2,A34,A42,<= 6000,A61,A72,2,A92,A101,4,A123,<= 30,A141,A152,1,A172,1,A191,A201,2,FAIL,UNFAIR
912,A12,2,A32,A43,<= 3000,A65,A75,2,A92,A101,4,A123,<= 30,A143,A152,1,A173,1,A191,A201,1,PASS,FAIR
913,A14,0,A32,A49,<= 3000,A64,A75,1,A91,A101,2,A121,<= 30,A143,A152,1,A173,1,A192,A201,1,PASS,FAIR
914,A11,2,A31,A49,<= 6000,A61,A73,4,A93,A101,2,A122,<= 60,A143,A151,1,A173,1,A192,A201,2,FAIL,UNFAIR
915,A12,4,A30,A410,<= 21000,A61,A73,1,A92,A101,2,A122,<= 60,A141,A152,1,A174,1,A192,A202,2,FAIL,FAIR
916,A14,0,A32,A41,<= 3000,A62,A73,1,A93,A102,2,A121,<= 60,A143,A152,1,A173,2,A191,A201,1,PASS,UNFAIR
917,A11,0,A32,A40,<= 15000,A61,A75,1,A93,A101,4,A124,> 60,A141,A152,1,A174,1,A192,A201,2,FAIL,UNFAIR
918,A11,2,A32,A42,<= 3000,A62,A71,1,A91,A101,1,A122,<= 60,A143,A152,1,A173,1,A191,A201,2,FAIL,UNFAIR
919,A11,2,A32,A42,<= 6000,A61,A75,4,A93,A101,2,A122,<= 60,A143,A151,1,A174,1,A192,A201,2,FAIL,UNFAIR
920,A14,1,A34,A42,<= 3000,A61,A73,4,A92,A101,2,A124,<= 30,A143,A152,2,A173,1,A191,A201,1,PASS,UNFAIR
921,A14,4,A33,A43,<= 15000,A63,A74,4,A93,A101,1,A123,<= 60,A143,A152,1,A174,1,A192,A201,1,PASS,FAIR
